,title,year,kind,genre,rating,vote,country,language,director,runtime
5954,Tin Cup,1996.0,0,4,1,0.01951965856539303,8,2,3036,0.029666254635352284
5955,12 Monkeys,1995.0,0,10,1,0.241893649358551,8,0,3386,0.0630407911001236
5956,White Christmas,1954.0,0,4,1,0.014824851487480922,8,2,2368,0.07911001236093942
5957,The Naked Gun: From the Files of Police Squad!,1988.0,0,4,1,0.06510384300766588,8,2,822,0.09765142150803459
5960,Lies My Mother Told Me,2005.0,0,5,1,0.00035376563412591456,0,2,570,0.06365883807169344
5961,Broadway's Lost Treasures III: The Best of the Tony Awards,2005.0,1,7,1,1.2997130071216152e-05,8,2,550,0.06489493201483311
5962,The Emperor and the Assassin,1998.0,0,7,1,0.002482451843602285,9,0,1874,0.05747836835599505
5963,For Love of Ivy,1968.0,0,4,1,0.00029690319006434393,8,0,696,0.054388133498145856
5964,Hell Up in Harlem,1973.0,0,0,2,0.0005864954944636287,8,2,2037,0.08652657601977749
5965,Attack of the Giant Leeches,1992.0,1,4,1,0.00020998488271308592,8,2,1601,0.0006180469715698393
5967,Godspell,1973.0,0,4,1,0.001324488786319871,8,0,758,0.04820766378244746
5968,The Alchemists,1999.0,0,10,2,4.386531399035451e-05,7,2,2738,0.0741656365883807
5970,Naked Fame,2004.0,0,6,2,7.513965822421838e-05,8,2,595,0.046353522867737945
5972,Manhunter,1986.0,0,5,1,0.02835161460909913,8,2,2400,0.05747836835599505
5973,The War,1994.0,0,7,1,0.005073754651551004,8,2,1764,0.06922126081582199
5974,The Five Doctors,1983.0,1,1,4,0.0005040449505743513,7,2,2725,0.0519159456118665
5975,Any Given Sunday,1999.0,0,7,1,0.04684571837981026,8,2,2590,0.05624227441285537
5976,UK/DK: A Film About Punks and Skinheads,1983.0,0,6,1,8.123206294510093e-06,7,2,586,0.05500618046971569
5977,Tell Me Something,1999.0,0,5,1,0.001212794699770357,9,0,3671,0.06427688504326327
5978,Topkapi,1964.0,0,1,1,0.0037667307587643307,8,0,1844,0.07045735475896167
5979,Love Me Tender,1956.0,0,7,1,0.0015702157767288013,8,2,2949,0.05933250927070457
5980,Daylight,1996.0,0,0,2,0.028708223365428123,8,2,2917,0.05747836835599505
5983,Robert Rauschenberg: Inventive Genius,1999.0,1,6,2,2.9243542660236335e-05,8,2,1886,0.06860321384425215
5984,Vamp,1986.0,0,4,2,0.002158335912451332,8,2,2893,0.06118665018541409
5985,Blame It on the Bellboy,1992.0,0,4,2,0.0010539860167126847,7,2,2233,0.05315203955500618
5986,Coming Apart,1969.0,0,7,1,0.00017992901942339858,8,2,2467,0.05315203955500618
5987,Little Big Man,1970.0,0,1,1,0.013833414159235965,8,2,236,0.060568603213844247
5988,Coral Reef Adventure,2003.0,0,6,1,0.00022948057781991014,8,2,1227,0.060568603213844247
5989,Eight Legged Freaks,2002.0,0,0,2,0.022558143879854532,8,2,970,0.07169344870210134
5990,Once Upon a Time in the Midlands,2002.0,0,4,1,0.0017919793085689267,7,2,3155,0.054388133498145856
5991,Hitcher in the Dark,1989.0,0,8,2,0.00023029289844936116,5,2,3513,0.053770086526576014
5992,Equilibrium,2002.0,0,0,1,0.12928610826121958,8,2,2015,0.0630407911001236
5993,New Suit,2002.0,0,4,2,0.00015312243865151526,8,2,1071,0.06365883807169344
5994,From Beijing with Love,1994.0,0,0,1,0.0024101553075811448,3,0,3235,0.0741656365883807
5996,How to Lose a Guy in 10 Days,2003.0,0,4,1,0.08990074254228739,8,2,894,0.08281829419035845
5997,Groove,2000.0,0,7,1,0.0017217135741214144,8,2,1226,0.060568603213844247
5998,Dracula 2000,2000.0,0,0,2,0.013424004561992655,8,2,2625,0.029048207663782445
5999,A Time for Dancing,2002.0,0,7,2,0.00037041820702966025,8,2,2708,0.05809641532756489
6001,Mana: Beyond Belief,2004.0,0,6,1,2.5588099827706793e-05,8,0,2706,0.06736711990111247
6002,"Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling",2004.0,0,6,1,0.00013159594197106352,8,2,3063,0.05995055624227441
6003,Ring of Bright Water,1969.0,0,4,1,0.0006177698386974926,7,0,1411,0.05067985166872682
6004,Amityville 1992: It's About Time,1992.0,0,8,2,0.0010933835672410587,8,2,3482,0.05933250927070457
6005,Last Life in the Universe,2003.0,0,4,1,0.004483603714254846,9,0,2678,0.06242274412855376
6006,Meatballs 4,1992.0,0,4,0,0.0009422919301631708,8,2,356,0.054388133498145856
6007,To Walk with Lions,1999.0,0,1,1,0.00035335947381118904,0,2,467,0.04511742892459827
6008,In Harm's Way,1965.0,0,7,1,0.0034519565148520646,8,0,2602,0.05500618046971569
6009,Mission to Mir,1997.0,0,6,1,0.00010478936119918021,8,2,1393,0.055624227441285534
6010,Breaking Vegas,2004.0,0,6,1,9.097991049851305e-05,8,2,414,0.05500618046971569
6011,Alice in Chains: Music Bank - The Videos,1999.0,0,9,4,0.0001206296134734749,8,2,1058,0.060568603213844247
6012,Balto,1995.0,0,2,1,0.01687961651967725,8,2,3201,0.06860321384425215
6013,Two English Girls,1971.0,0,7,1,0.0020990365065014084,1,0,1070,0.08529048207663781
6014,Spider-Man Venom Saga,2005.0,0,2,1,8.5293666092356e-06,8,2,358,0.07787391841779974
6016,Toy Story 2,1999.0,0,2,1,0.2225490458888047,8,0,1719,0.05871446229913473
6017,Donnie Brasco,1997.0,0,3,1,0.11819752550889857,8,0,2456,0.06118665018541409
6018,Baron Blood,1972.0,0,8,2,0.0014471492013669732,5,0,2213,0.0173053152039555
6019,You've Got Mail,1998.0,0,4,1,0.08232625883297144,8,2,2566,0.07292954264524103
6020,Quiet Days in Clichy,1970.0,0,4,2,0.0003826030164714254,9,0,1556,0.06860321384425215
6021,DysFunktional Family,2003.0,0,4,1,0.00035132867223756155,8,2,1151,0.0914709517923362
6022,The Private Life of Sherlock Holmes,1970.0,0,1,1,0.004631852229129655,7,0,341,0.054388133498145856
6024,Kung Pow: Enter the Fist,2002.0,0,0,1,0.01817608024428106,8,2,3282,0.06674907292954263
6025,Shake It,2001.0,0,4,1,0.0013638863368482447,9,0,1299,0.05129789864029666
6026,Magic Kitchen,2004.0,0,10,2,0.0002079540811394584,3,0,536,0.054388133498145856
6027,"South Park: Bigger, Longer & Uncut",1999.0,0,2,1,0.08050747294363064,8,2,3499,0.012978986402966625
6028,Reconstruction,2003.0,0,7,1,0.002960502534034204,9,0,578,0.01668726823238566
6029,Pandaemonium,2000.0,0,3,1,0.00033914386279579637,7,2,1857,0.05871446229913473
6030,Ashoka the Great,2001.0,0,0,1,0.005576987281495905,4,3,3100,0.07540173053152038
6031,Bob Marley: Spiritual Journey,2004.0,0,7,1,2.436961888353028e-05,7,2,2458,0.061804697156983925
6033,La mujer de Benjamín,1991.0,0,4,1,0.00015393475928096627,9,0,472,0.05129789864029666
6034,My Life,1993.0,0,7,1,0.004550214005869828,8,2,419,0.05871446229913473
6035,Dragon from Shaolin,1996.0,0,0,2,7.351501696531635e-05,3,0,3071,0.05500618046971569
6036,Aquanoids,2003.0,0,8,0,0.0002335421809671652,8,2,15,0.054388133498145856
6038,The Shop on Main Street,1965.0,0,7,4,0.0034158082468414945,9,0,1866,0.0519159456118665
6039,Aileen: Life and Death of a Serial Killer,2003.0,0,6,1,0.002661568542396232,7,2,2533,0.05500618046971569
6040,Harold and Maude,1971.0,0,4,1,0.030352766479751693,8,2,1271,0.04820766378244746
6042,Time After Time,1979.0,0,1,1,0.007145984577280529,8,2,2530,0.06365883807169344
6043,The St. Francisville Experiment,2000.0,0,8,0,0.0006474195416724545,8,2,3374,0.05624227441285537
6044,Hum Kisi Se Kum Nahin,2002.0,0,0,2,0.000563344356524275,4,3,750,0.049443757725587144
6045,Analyze That,2002.0,0,4,2,0.03411787259725712,8,2,1285,0.06860321384425215
6046,The Outlaws Is Coming,1965.0,0,4,1,0.00023841610474387127,8,2,2574,0.06365883807169344
6050,"Abraham and Mary Lincoln, A House Divided Part 3 - Shattered",2001.0,1,6,4,1.4215611015392662e-05,10,2,759,0.05129789864029666
6051,White Lightning,1973.0,0,0,1,0.0018374692638181832,8,2,1820,0.08529048207663781
6053,The Truman Show,1998.0,0,4,4,0.4013127913692558,8,2,2746,0.07354758961681086
6054,Rodgers & Hammerstein: The Sound of Movies,1996.0,0,6,1,3.7366748954746435e-05,8,0,1959,0.06427688504326327
6055,Flight of the Innocent,1992.0,0,1,1,0.00021120336365726243,5,0,470,0.021013597033374534
6056,Gambler V: Playing for Keeps,1994.0,0,10,1,8.082590263037543e-05,8,2,1407,0.06674907292954263
6057,Godzilla vs. Hedorah,1971.0,0,2,1,0.0021697084012636462,6,4,3661,0.027812113720642767
6058,Body Heat,1981.0,0,5,1,0.013506861266196659,8,2,2056,0.0803461063040791
6059,Out for Blood,2004.0,0,8,0,0.0005353192948082152,8,2,2854,0.06118665018541409
6061,Cannonball!,1976.0,0,0,2,0.0018240659734322416,3,0,2632,0.05809641532756489
6062,The Sugarland Express,1974.0,0,5,1,0.006637878023558923,8,2,3306,0.06118665018541409
6063,Songs from Tsongas: Yes 35th Anniversary Concert,2005.0,0,6,4,2.1932656995177252e-05,8,2,3404,0.10321384425216315
6064,Scooby-Doo and the Cyber Chase,2001.0,0,2,1,0.002916637220043849,8,2,1610,0.06983930778739184
6065,The Last Days of Frank and Jesse James,1986.0,0,3,1,0.0001551532402251428,8,2,3595,0.06798516687268231
6066,The Wood,1999.0,0,4,1,0.0036562551531589935,8,2,2897,0.04264524103831891
6068,Jesus of Montreal,1989.0,0,7,1,0.0028492146077994155,0,0,849,0.05315203955500618
6069,Passion of Mind,2000.0,0,7,2,0.001367135619366049,8,0,67,0.052533992583436336
6070,High Noon,1952.0,0,7,1,0.04091090386104119,8,0,1083,0.06365883807169344
6071,3: The Dale Earnhardt Story,2004.0,0,3,1,0.0006547304273375135,8,2,3060,0.054388133498145856
6072,The Stepford Wives,2004.0,0,4,2,0.02604503018177299,8,2,1059,0.054388133498145856
6073,Behind the Lines,1997.0,0,3,1,0.000954476739604936,7,2,1185,0.07169344870210134
6074,Pet Sematary,1989.0,0,10,1,0.03989712771548633,8,2,2280,0.054388133498145856
6075,The Quickie,2001.0,0,5,2,0.0003375192215368944,7,0,3145,0.11001236093943138
6077,Himalaya,1999.0,0,7,1,0.0021538681489893514,1,0,998,0.06365883807169344
6078,Desperately Seeking Susan,1985.0,0,4,2,0.008987921604560694,8,2,3326,0.07972805933250926
6079,Made in America,1993.0,0,4,2,0.006615133045934294,8,0,2851,0.05624227441285537
6080,Bugsy,1991.0,0,3,1,0.01127419801615056,8,2,268,0.054388133498145856
6081,The Billion Dollar Hobo,1977.0,0,4,2,0.00011941113252929838,8,2,3308,0.060568603213844247
6082,Lord Edgware Dies,2000.0,1,5,1,0.0007249961617850258,7,2,395,0.043263288009888747
6083,Tetsuo: The Iron Man,1989.0,0,10,1,0.008546019182139345,6,4,17,0.06118665018541409
6084,"WWE WrestleMania: The Complete Anthology, Vol. 4",2005.0,0,0,1,1.0154007868137617e-05,8,2,1964,0.06427688504326327
6085,Pokémon the Movie: Destiny Deoxys,2004.0,0,2,1,0.0015019808438549165,6,2,2008,0.05747836835599505
6086,The Waterboy,1998.0,0,4,1,0.0628557456656602,8,2,1054,0.05624227441285537
6087,Suspended Animation,2001.0,0,10,2,0.00021160952397198795,8,2,1678,0.061804697156983925
6088,Three Fugitives,1989.0,0,0,1,0.004607076449931399,8,2,1049,0.10383189122373299
6089,Labyrinth,1986.0,0,1,1,0.052464540173722894,7,2,1594,0.054388133498145856
6090,Field of Dreams,1989.0,0,7,1,0.046426154774698816,8,2,2753,0.07663782447466005
6091,The Feast of All Saints,2001.0,0,7,1,0.00030055863289687345,8,2,2724,0.04388133498145859
6092,Harry and Tonto,1974.0,0,1,1,0.002223727723122138,8,2,2652,0.05500618046971569
6093,Downfall,2004.0,0,3,4,0.1387602037625067,2,0,2589,0.05315203955500618
6094,Skipped Parts,2000.0,0,4,1,0.0013610432146451664,8,2,3360,0.07292954264524103
6095,Sonic Impact,1999.0,0,0,2,0.00021039104302781144,8,2,2997,0.05809641532756489
6096,Adrenaline Hunters: The Movie,2005.0,0,6,1,2.8431222030785328e-06,1,1,3531,0.06489493201483311
6098,Donna Summer: Live and More... Encore!,1999.0,0,9,1,4.792691713760956e-05,8,2,725,0.060568603213844247
6099,Zameen,2003.0,0,0,2,0.0006165513577533161,4,3,3017,0.07169344870210134
6100,Paris Is Burning,1990.0,0,6,4,0.005710614025040596,8,2,1551,0.030902348578491966
6101,The Eternal Evil of Asia,1995.0,0,4,1,0.0001917076685504382,3,0,2166,0.05624227441285537
6102,Elaine Stritch at Liberty,2002.0,0,6,4,0.0001125064071789648,8,2,2535,0.0661310259579728
6104,Irma la Douce,1963.0,0,4,1,0.007418518148461343,8,2,341,0.06551297898640296
6105,The White Pony,1999.0,0,10,2,8.448134546290498e-05,9,1,400,0.0710754017305315
6107,David and Lisa,1962.0,0,7,1,0.0011693355460947281,8,2,1061,0.09765142150803459
6108,Son of Paleface,1952.0,0,4,1,0.0009033005399495224,8,2,1065,0.06674907292954263
6109,Fast Sofa,2001.0,0,1,2,0.0003923508640248375,8,2,3074,0.07787391841779974
6110,The Matrix,1999.0,0,0,4,0.7129937183245725,8,2,2027,0.060568603213844247
6111,Colour of the Truth,2003.0,0,0,1,0.00025831796016542095,3,0,2194,0.09579728059332508
6113,ABBA: The Winner Takes It All,1999.0,0,6,4,0.00010966328497588627,7,2,3267,0.05129789864029666
6114,Pervirella,1997.0,0,1,2,0.0001125064071789648,7,2,105,0.07663782447466005
6115,White Oleander,2002.0,0,7,1,0.012897214633793676,8,0,2719,0.054388133498145856
6116,Harem,1986.0,0,7,1,0.00019414463043879125,8,2,3613,0.12237330037082816
6117,a.k.a. Cassius Clay,1970.0,0,6,1,0.000264816525201029,8,2,1595,0.06736711990111247
6118,Guess Who's Coming to Dinner,1967.0,0,4,1,0.017083102837354727,8,2,3222,0.07911001236093942
6119,ABBA: Super Trouper,1981.0,0,10,1,5.564396311739415e-05,9,2,2047,0.054388133498145856
6120,The Red Shoes,1948.0,0,7,4,0.013371609881393066,7,0,2409,0.06242274412855376
6121,Tai Chi II,1996.0,0,0,1,0.00028715534251093176,3,0,1353,0.0630407911001236
6122,Gunslinger,1993.0,1,4,4,0.00019373847012406573,8,2,1648,0.060568603213844247
6123,1 Giant Leap,2002.0,0,6,1,0.0001559655608545938,7,2,927,0.0519159456118665
6125,Cowboys and Angels,2000.0,0,4,1,0.00019536311138296776,8,2,1233,0.04820766378244746
6126,Off Limits,1988.0,0,0,1,0.0011388735224903152,8,2,588,0.06365883807169344
6127,The Limit,2004.0,0,5,2,0.00019495695106824226,0,0,2091,0.054388133498145856
6128,Pillow Talk,1959.0,0,4,1,0.006714236162727318,8,0,2377,0.06551297898640296
6129,Confusion of Genders,2000.0,0,4,1,0.00040331719252242616,1,0,1374,0.0488257107540173
6130,Sweet Smell of Success,1957.0,0,7,1,0.012185215602079866,8,0,112,0.06489493201483311
6131,Fancy Pants,1950.0,0,4,1,0.0005121681568688613,8,2,1157,0.05871446229913473
6132,The Bird People in China,1998.0,0,1,1,0.0018801160968643612,6,0,3351,0.053770086526576014
6133,Darkness,2002.0,0,8,2,0.007845798799552575,8,2,1493,0.07292954264524103
6135,Austin Powers: The Spy Who Shagged Me,1999.0,0,0,1,0.0908405975105622,8,0,1496,0.05995055624227441
6137,The Eiger Sanction,1975.0,0,0,1,0.0075501140904324065,8,0,631,0.06242274412855376
6139,Young Man with a Horn,1950.0,0,3,1,0.001330175030726028,8,2,2368,0.06242274412855376
6140,The Good Son,1993.0,0,7,1,0.015977534460671905,8,2,1819,0.07787391841779974
6141,Butterfly,1981.0,0,5,2,0.0005393808979554702,8,2,2304,0.0173053152039555
6142,Chasers,1994.0,0,0,2,0.0026099861824260932,8,2,846,0.06427688504326327
6143,One Fine Day,1996.0,0,4,1,0.01827558952138881,8,0,2386,0.09641532756489492
6144,Autumn Spring,2001.0,0,4,1,0.0007168729554905157,9,0,3558,0.07663782447466005
6145,Amazons,1986.0,0,0,2,0.0003151804042269916,8,2,90,0.07045735475896167
6146,The Sweetest Thing,2002.0,0,4,2,0.02327176755282724,8,2,3008,0.03275648949320148
6147,Formula 51,2001.0,0,0,1,0.019723551043385235,7,2,3042,0.07601977750309022
6148,Seamless,1999.0,0,7,0,0.0001121002468642393,8,2,833,0.06242274412855376
6149,A Face in the Crowd,1957.0,0,7,4,0.006041634681541882,8,2,961,0.04697156983930778
6150,Short Cut to Nirvana: Kumbh Mela,2004.0,0,6,1,5.8487085320472676e-05,8,0,2323,0.07292954264524103
6151,The Phantom of the Opera,2004.0,0,7,1,0.04831561255880186,7,0,1651,0.05067985166872682
6152,Dragon Ball Z: The World's Strongest,1990.0,0,2,1,0.0025104769053183444,6,4,670,0.046353522867737945
6155,Scooby-Doo and the Alien Invaders,2000.0,0,2,1,0.0024528021406273227,8,2,1610,0.07169344870210134
6156,The Pirate Planet: Part Three,1978.0,1,1,1,0.00016002716400184886,7,2,2680,0.06118665018541409
6157,Prison Song,2001.0,0,5,1,0.0002534440363887149,8,2,720,0.05933250927070457
6158,Dil Se..,1998.0,0,7,1,0.011307503161958051,4,3,2168,0.05129789864029666
6159,Pokémon: The First Movie - Mewtwo Strikes Back,1998.0,0,2,1,0.016890582848174837,6,4,2011,0.0630407911001236
6160,The Blair Witch Project,1999.0,0,8,1,0.09880580744264407,8,2,698,0.060568603213844247
6161,White Water Summer,1987.0,0,1,1,0.0021571174315071556,8,2,1529,0.0173053152039555
6162,Palindromes,2004.0,0,4,1,0.00499820883301206,8,0,3445,0.06489493201483311
6163,My Favorite Broadway: The Leading Ladies,1999.0,1,7,4,7.960742168619892e-05,8,2,3602,0.05686032138442521
6164,K-19: The Widowmaker,2002.0,0,7,1,0.02497601623341546,7,0,1892,0.05933250927070457
6165,Kissing a Fool,1998.0,0,4,2,0.0021270615682174683,8,2,904,0.0488257107540173
6166,Visions of Light,1992.0,0,6,1,0.0012838727548473204,6,2,228,0.043263288009888747
6167,Devour,2005.0,0,8,2,0.00193535389966703,8,2,816,0.037082818294190356
6168,Everest: The Death Zone,1998.0,0,6,1,4.955155839651157e-05,8,2,738,0.05747836835599505
6169,The Defiant Ones,1958.0,0,5,1,0.0058507393336208946,8,2,3222,0.03893695920889988
6170,Andrew Lloyd Webber: The Royal Albert Hall Celebration,1998.0,1,7,4,0.00018602142414428114,7,2,782,0.05995055624227441
6171,Graduation Day,1981.0,0,8,2,0.0015624987307490167,8,2,1312,0.05995055624227441
6172,Nine Inch Nails Live: And All That Could Have Been,2002.0,0,6,4,0.0005060757521479788,8,2,2927,0.06242274412855376
6173,Cotton Mary,1999.0,0,7,2,0.00021201568428671344,1,2,1391,0.10259579728059331
6174,The Prince and the Showgirl,1957.0,0,4,1,0.003231817624270841,7,0,2052,0.05686032138442521
6175,Thirty Two Short Films About Glenn Gould,1993.0,0,3,1,0.0014975130803929358,0,0,1068,0.0173053152039555
6176,Zion Canyon: Treasure of the Gods,1996.0,0,10,1,3.858522989892295e-05,8,0,1979,0.055624227441285534
6177,Female Vampire,1973.0,0,8,2,0.0007310885665059084,1,0,1578,0.02348578491965389
6178,The Ten Commandments,1956.0,0,1,1,0.02725823104185807,8,2,490,0.043263288009888747
6179,"Eric Clapton: Tears in Heaven, Unplugged Version",1992.0,0,10,4,4.467763461980552e-06,8,2,311,0.0173053152039555
6180,The Shanghai Gesture,1941.0,0,5,1,0.0010816049181140192,8,0,1805,0.02657601977750309
6181,Beetlejuice,1988.0,0,4,1,0.11172333009217403,8,2,3420,0.06242274412855376
6182,Ron White: They Call Me Tater Salad,2004.0,0,6,1,0.0005483164248794313,8,2,2375,0.060568603213844247
6183,The Book of Pooh: Stories from the Heart,2001.0,0,2,1,3.1680504548589366e-05,8,2,826,0.05067985166872682
6185,Picture Claire,2001.0,0,10,2,0.00044637018588332964,0,0,424,0.05809641532756489
6186,Big Bad Mama II,1987.0,0,0,2,0.0003541717944406401,8,2,1613,0.05129789864029666
6188,The Assassination Bureau,1969.0,0,0,1,0.0010446443294739982,7,0,273,0.05747836835599505
6189,G.I. Blues,1960.0,0,4,1,0.001462989453641268,8,0,2577,0.05995055624227441
6190,The Big Trail,1930.0,0,1,1,0.0014707064996210527,8,2,2827,0.08096415327564893
6191,Mötley Crüe: Greatest Video Hits,2003.0,0,9,4,4.752075682288405e-05,8,2,2504,0.06489493201483311
6192,The Comfort of Strangers,1990.0,0,7,1,0.0020990365065014084,8,2,2661,0.05500618046971569
6193,Babar: The Movie,1989.0,0,2,1,0.0003931631846542885,0,0,72,0.06489493201483311
6194,Celtic Pride,1996.0,0,4,2,0.0040104269475996325,8,2,3448,0.0661310259579728
6195,Avalon,1990.0,0,7,1,0.0024869196070642654,8,0,268,0.08590852904820764
6196,The Vector File,2002.0,0,0,2,0.00018602142414428114,9,2,964,0.02657601977750309
6197,Masters of Russian Animation - Volume 2,2000.0,0,2,1,0.0,8,0,2089,0.0772558714462299
6198,Space Mutiny,1997.0,1,4,1,0.0004252498495176034,8,2,1971,0.030902348578491966
6199,Knight Rider: Under the Hood - 'Knight Rider' Season 1 DVD,2004.0,0,6,1,8.5293666092356e-06,8,2,2973,0.10692212608158218
6200,Bob Marley & the Wailers: Catch a Fire,1999.0,1,6,1,8.854294861016002e-05,8,2,1561,0.060568603213844247
6201,The Donnie McClurkin Story: From Darkness to Light,2004.0,0,6,1,8.123206294510093e-06,8,2,3233,0.061804697156983925
6202,Brubaker,1980.0,0,5,1,0.00689741446466852,8,2,3313,0.05871446229913473
6203,China's Lost Girls,2004.0,1,6,1,2.233881730990276e-05,10,1,128,0.09023485784919652
6205,Sharpe's Justice,1997.0,1,0,1,0.0007591136282219682,7,2,3447,0.06365883807169344
6207,St. Patrick: The Irish Legend,2000.0,0,1,2,0.00011128792623478828,8,2,2958,0.08714462299134733
6208,Traffic,2000.0,0,5,1,0.08184577118065117,8,0,3305,0.05624227441285537
6209,The Rapture,1991.0,0,7,1,0.002116501400034605,8,2,2422,0.05809641532756489
6211,Hang 'Em High,1968.0,0,7,1,0.015079514004813813,8,2,3375,0.0772558714462299
6212,The Entity,1982.0,0,7,1,0.006386870949058561,8,2,3189,0.06365883807169344
6214,Deconstructing Harry,1997.0,0,4,1,0.017810535961028107,8,0,3629,0.07601977750309022
6215,The American Friend,1977.0,0,5,1,0.006211815853411868,9,0,3621,0.06983930778739184
6217,The Man Who Would Be King,1975.0,0,1,1,0.01909440871587543,7,0,1710,0.05006180469715698
6218,Secret Honor,1984.0,0,3,1,0.0011782710730186892,8,2,2934,0.052533992583436336
6219,For Love of the Game,1999.0,0,7,1,0.013643737292259154,8,2,3082,0.043263288009888747
6220,The United States of Leland,2003.0,0,7,1,0.009406266728727963,8,2,2317,0.0803461063040791
6221,Steve Harvey: One Man,1997.0,0,6,1,1.0966328497588628e-05,8,2,607,0.06860321384425215
6222,Under Fire,1983.0,0,7,1,0.003015334176522147,8,0,3014,0.05006180469715698
6223,Puppet Master,1989.0,0,10,2,0.004184263562302149,8,2,802,0.05315203955500618
6226,Samaritan Girl,2004.0,0,7,1,0.005444172858580665,9,0,1983,0.03584672435105068
6228,Jolson Sings Again,1949.0,0,3,1,0.00025750563953596997,8,2,1308,0.06365883807169344
6229,Get a Clue,2002.0,0,4,2,0.002527535638536816,8,2,2154,0.054388133498145856
6230,For the Cause,2000.0,0,0,0,0.00032492825178040375,8,2,751,0.06983930778739184
6231,Stage Beauty,2004.0,0,7,1,0.0041562385005860895,7,2,2863,0.07045735475896167
6232,Cyrano de Bergerac,1990.0,0,4,1,0.009525271700942537,1,0,1515,0.07169344870210134
6233,Play It to the Bone,1999.0,0,4,2,0.00479309787407568,8,2,3036,0.05809641532756489
6235,The Contender,2000.0,0,7,1,0.009579291022801029,8,2,2994,0.06118665018541409
6236,The Browning Version,1951.0,0,7,4,0.0019077349982656957,7,2,205,0.05686032138442521
6237,Glengarry Glen Ross,1992.0,0,5,1,0.04091537162450316,8,2,1451,0.08220024721878862
6238,Dead Man Walking,1995.0,0,5,1,0.037264802715750334,7,2,3431,0.014833127317676144
6239,First Shot,2002.0,0,0,2,0.00017546125596141804,0,2,224,0.06489493201483311
6240,Babe,1995.0,0,4,1,0.04900689741446467,9,2,562,0.06118665018541409
6242,Bruce Lee's Jeet Kune Do,1995.0,0,6,1,9.747847553412114e-06,9,2,3568,0.05686032138442521
6243,Once Upon a Time in America,1984.0,0,5,4,0.1333200925070733,5,0,3150,0.05747836835599505
6244,Entrails of a Beautiful Woman,1986.0,0,10,2,0.0002611610823684995,6,4,6,0.061804697156983925
6245,Garage Days,2002.0,0,4,2,0.0011307503161958052,9,2,108,0.013597033374536464
6246,Mary Reilly,1996.0,0,7,2,0.00593156523625127,8,2,3241,0.012360939431396786
6247,Outrage,2003.0,0,7,2,0.0001640887671491039,0,2,2491,0.06674907292954263
6248,The Lion King,1994.0,0,2,4,0.3992218780690489,8,0,3002,0.054388133498145856
6250,Blade Runner,1982.0,0,0,4,0.2929008863230388,8,0,2909,0.05933250927070457
6251,Sleepwalkers,1992.0,0,10,2,0.008790933851918824,8,2,2438,0.054388133498145856
6252,The Amazing Adventure,1936.0,0,7,1,0.0007221530395819473,7,0,119,0.05686032138442521
6254,School Ties,1992.0,0,7,1,0.009474907821916574,8,0,2969,0.053770086526576014
6255,Spetters,1980.0,0,7,1,0.002118126041293507,9,0,2667,0.0741656365883807
6257,Hendrix,2000.0,0,3,2,0.0003891015815070335,8,2,2077,0.07787391841779974
6258,Krush Groove,1985.0,0,4,1,0.0012627524184815942,8,2,2419,0.02657601977750309
6259,Chachi 420,1997.0,0,4,1,0.005177731692120734,4,3,1877,0.05933250927070457
6260,Barney: Let's Play School!,1999.0,0,10,2,1.2590969756490645e-05,8,2,1077,0.1056860321384425
6261,The Flying Dutchman,2001.0,0,7,0,0.00011494336906731783,8,2,2990,0.03584672435105068
6263,Session 9,2001.0,0,8,1,0.02303985001311898,8,2,370,0.05933250927070457
6264,Sweet Jane,1998.0,0,7,1,0.00022826209687573364,8,2,1634,0.08838071693448701
6265,American Flyers,1985.0,0,7,1,0.002387816490271242,8,2,1660,0.05624227441285537
6266,Buttcrack,1998.0,0,4,0,0.00028146909810477475,8,2,1599,0.06365883807169344
6267,Ayane's High Kick,1998.0,0,2,2,4.020987115782497e-05,6,4,3346,0.07292954264524103
6268,Species,1995.0,0,0,2,0.031575715187390184,8,2,3005,0.10630407911001234
6269,Team America: World Police,2004.0,0,0,1,0.06666228013526763,8,0,3499,0.06983930778739184
6270,The Rutles 2: Can't Buy Me Lunch,2004.0,0,4,2,0.00020064319547439933,7,2,992,0.054388133498145856
6271,The Final Terror,1983.0,0,8,2,0.001167710904835826,8,2,150,0.0803461063040791
6272,Girls School Screamers,1985.0,0,8,0,0.00020632943988055637,8,2,1731,0.05933250927070457
6273,Problem Child 2,1991.0,0,4,2,0.008793370813807178,8,2,402,0.12237330037082816
6274,J.D.'s Revenge,1976.0,0,0,2,0.0004423085827360746,8,2,235,0.05933250927070457
6276,Looney Tunes: Back in Action,2003.0,0,2,2,0.014583592260533972,2,2,1632,0.06242274412855376
6277,The Nutcracker,1993.0,0,10,2,0.0007989173390650677,8,2,974,0.07292954264524103
6278,Guinevere,1999.0,0,7,2,0.001035708802550037,8,2,250,0.05995055624227441
6279,Doggy Poo,2003.0,0,2,1,0.0001815536606823006,9,0,2583,0.027812113720642767
6280,Rivers and Tides,2001.0,0,6,1,0.0009504151364576809,2,2,3410,0.05006180469715698
6281,Linnea in Monet's Garden,1993.0,0,2,1,2.1932656995177252e-05,9,1,2071,0.05995055624227441
6283,City of Angels,1998.0,0,7,1,0.04747282990574644,8,2,375,0.0945611866501854
